timestep,MFN-A2C + DSR,MFN-A2C + PV,A2C + DSR,A2C + PV
813,13236.87846599665,14670.690068415299,12824.858209701833,13197.85004823659
814,13016.082018096178,14369.091017979476,12614.957548433775,12981.808331031314
815,13081.490062896886,14485.526116768253,12682.854941128975,13051.411623314896
816,13045.595192912831,14393.542555621603,12647.722280905522,13008.919470247425
817,13008.336923490411,14286.050827987065,12611.872293787954,12968.480795810085
818,13091.662804940828,14396.960859870693,12688.042920171658,13046.250833856582
819,13092.11455563989,14406.217818874013,12688.47634316942,13047.7472279798
820,13121.401564271218,14410.660329137503,12722.119174762087,13069.391570172886
821,13303.261319593052,14688.55944968504,12893.063157624152,13249.218996172154
822,13300.19219935256,14739.48123857618,12897.726771198642,13244.94020179238
823,13193.493350732688,14592.179603937013,12799.159207511348,13136.455710679986
824,13229.591986017158,14684.522099428998,12829.827946643638,13168.4515942471
825,13080.68094057634,14426.112147312359,12686.467031221964,13018.306151212772
826,12934.97012141176,14192.128612100963,12550.145366091832,12871.068901649203
827,12990.644448281773,14303.040175292428,12609.0716487429,12933.121125185398
828,13023.896065473798,14358.381417318022,12640.483141632223,12968.143983682998
829,12872.597575600863,14093.526715852186,12491.518641172528,12816.197881925133
830,13022.4477423101,14323.685676784457,12631.846998034498,12968.64508237433
831,13108.9472611325,14505.358931788098,12712.145778892762,13053.698525970187
832,13102.852933656655,14509.105431505855,12704.015099745744,13047.181656659692
833,13022.184275985679,14389.43211627941,12628.577247109888,12967.800568662968
834,12760.0491420592,14050.720237137122,12376.825193334927,12703.685264986743
835,12843.454614800448,14171.964416474491,12458.758677840638,12788.024050854538
836,13072.168225646557,14469.1499561521,12693.286087649216,13020.113967714567
837,12848.86345847425,14201.345190919665,12492.030619322426,12809.072527622946
838,12919.68679760798,14289.85048569743,12557.473639154166,12878.93025485822
839,13097.999921386829,14554.247415532078,12730.92707128805,13068.03508275397
840,13085.724358563855,14554.345356975493,12716.718095029371,13052.314227602823
841,13079.450652876407,14550.210893550558,12710.569058486846,13045.928599283836
842,13095.02427873309,14547.556348502703,12726.05723086645,13061.205588739804
843,13103.678949130028,14542.918936220442,12734.719002459004,13068.724795808686
844,13153.27750429897,14610.364242111118,12778.64133961221,13117.7043243742
845,13148.165563081777,14642.860871752033,12776.92881009055,13118.738251742274
846,13196.156458497453,14715.338620997223,12824.693563486902,13167.73325695738
847,13189.927393160438,14715.914518568185,12820.7050912929,13162.39341893299
848,13201.476138945964,14778.397914292033,12835.301334506345,13172.444523147047
849,13290.80591291636,14928.027488200378,12907.832021825621,13253.621310612782
850,13361.586510909428,15064.210656915724,12981.83164186275,13330.226544007051
851,13470.57990893039,15252.766418931868,13080.30422696756,13438.554720359636
852,13477.296553803506,15256.03258029367,13086.430689886436,13445.139380190483
853,13513.222828965205,15373.184668037366,13128.216375185364,13483.911903000624
854,13453.043314606784,15290.824990477804,13074.828001859834,13425.264778929291
855,13267.411752734732,15014.87457179037,12903.99774500338,13242.101151701108
856,13222.886353007882,14950.445803114642,12857.425320788834,13197.45285265128
857,13189.626541942898,14889.538291036928,12824.558026386432,13163.431734535074
858,13222.485017567791,14920.623778688245,12859.767825284429,13193.90162907655
859,13306.225289971297,15055.866524140314,12931.389408208888,13283.965828111612
860,13232.733591315637,14955.791756073604,12863.72194933982,13212.597342380186
861,13060.573534012496,14674.14221509057,12706.290009776125,13043.34960253408
862,13062.57392216113,14670.279780169652,12709.08380899016,13043.780192251144
863,13107.21160326914,14734.483296017388,12750.768258109843,13087.267235088728
864,13135.987197780803,14776.35071193274,12776.21572788419,13116.754645991909
865,13126.9305960703,14741.550423865423,12768.790536294751,13105.29389015743
866,12994.251828872317,14534.529523587244,12635.063402688134,12969.067325525617
867,13088.787687061193,14647.901432656705,12719.262132409644,13070.267008725612
868,13011.71379122375,14537.221047417674,12643.055573345197,12989.068897096904
869,13134.282804133589,14706.72600313248,12749.843875739283,13106.390388713984
870,13206.619076792493,14836.884567788013,12817.870505398552,13183.81928145544
871,13229.262995727988,14874.890240338927,12838.756944501827,13207.071002059
872,13177.597949543328,14799.027207170697,12786.528585423435,13155.661215416507
873,13121.478008028282,14700.679295651393,12730.880858813103,13099.553874781392
874,13012.004852449609,14570.859950985963,12626.157531754629,12988.235232935487
875,12866.628256020043,14372.002871667415,12484.776320984494,12840.438031556878
876,12880.325813465708,14394.258311152513,12500.451323988244,12855.017553565956
877,12763.284024452973,14204.986184475829,12385.785307645692,12738.395233692094
878,12767.020060754725,14184.617452928356,12389.730538371963,12741.68842017432
879,12746.25596485538,14099.167472209449,12363.45707796783,12717.892231383494
880,12625.13586838494,13913.52769422251,12247.365801771815,12595.920039330906
881,12596.89472652324,13837.260917682814,12222.452304235516,12565.910036654735
882,12686.837848091953,13975.646111963419,12308.464312984182,12659.75165349378
883,12681.541152529217,13931.791956351928,12308.557900136777,12655.46023129818
884,12629.32266555947,13873.32929343008,12259.064284259612,12607.68708893506
885,12554.437607461448,13709.589511616077,12193.688668619045,12530.094259557838
886,12387.21279440772,13486.422639126196,12030.601988580773,12374.250043744083
887,12431.192896340102,13519.261946126551,12071.881365270649,12411.36387753973
888,12554.397287815586,13686.001503038256,12187.675545571916,12527.253731203486
889,12591.45810283925,13744.190107216044,12222.05862499813,12564.512819999714
890,12641.756902724128,13811.421059242268,12271.380333401752,12613.97804862781
891,12655.046129736224,13810.055992293555,12282.37907091938,12629.695877280392
892,12670.679694634267,13860.706921243276,12291.806457294084,12637.868324452582
893,12695.186098935184,13871.08541583713,12317.223068445588,12658.37706051779
894,12785.817881633426,14009.519269808685,12404.053584873656,12742.709718956346
895,12793.406770654425,14024.673834529001,12413.782256674953,12752.237951402452
896,12851.594251493403,14058.797189042521,12460.556743526313,12801.211257304409
897,13029.849250265328,14306.159435193445,12630.620656306895,12967.318802909584
898,13089.959516614175,14373.70476779398,12687.52329944848,13026.985115667963
899,13191.348113973037,14536.895488564254,12783.126597547318,13124.919843486825
900,13107.972668605811,14371.130795302564,12700.131712835237,13031.931627945907
901,13042.810780054791,14268.418024652437,12639.054057548432,12961.71515994647
902,13279.832281378132,14526.708657512192,12864.574496857636,13188.876649169148
903,12992.131374494627,14148.965469972998,12584.21760341084,12897.874290759451
904,12964.023983477677,14119.947879136047,12571.99625739168,12874.9794889058
905,13030.501833630693,14242.528012168556,12633.610070066028,12944.34156225724
906,12930.251541409443,14115.010616022437,12528.474454166735,12846.897640738374
907,13037.413364378548,14321.815110697453,12636.40488134602,12964.953494844489
908,12975.321513329514,14252.761173877683,12583.848781297227,12907.945264877237
909,13097.50226827451,14410.921820972264,12704.897919930694,13032.714274357186
910,13162.974762771195,14498.332731550683,12757.69347702779,13097.016727999478
911,13125.594778500928,14456.91195592964,12721.35915798867,13062.358586508744
912,13087.110904966945,14392.18327417887,12688.938975174917,13029.718452438903
913,13133.928000146558,14480.855857477463,12727.6704661965,13073.864564187948
914,13337.832633588385,14780.427286783392,12931.543370819583,13274.036622567532
915,13345.083983115428,14787.147225347842,12937.23528613322,13279.599986589756
916,13427.000073670482,14893.064438496553,13012.581418845191,13355.696058027534
917,13501.220499639508,15033.90769682667,13078.92280322833,13425.32877463266
918,13464.7589433865,15040.015053545252,13044.392976007586,13397.074338885875
919,13480.173987426351,15040.839832619686,13058.271448502872,13415.091046452915
920,13471.522422549036,15033.884621956196,13050.217515725539,13406.262619776271
921,13454.60536977249,15050.25230679401,13035.03116299082,13384.917370993597
922,13662.026609093804,15365.432872314423,13227.318799801184,13580.220779371386
923,13587.793091066602,15242.527548884158,13158.86306328788,13494.585732668456
924,13606.20316224053,15325.272850226906,13179.060749783392,13524.115065509452
925,13786.805306977323,15644.32427241844,13344.440047507256,13714.288610783096
926,13814.892237296572,15691.136441880799,13369.330367903587,13741.454662553986
927,13717.815418364387,15619.778499633225,13273.136012127225,13663.314420328607
928,13749.272645673016,15690.413967912948,13301.966318255403,13692.352274111136
929,13692.55689193188,15621.354266726608,13252.626846145147,13631.370509323924
930,13831.73970060922,15740.038215513425,13369.76697948938,13758.968879570413
931,13654.15816474899,15498.9217623832,13197.034144026764,13571.340939391794
932,13731.616299196257,15536.90929757065,13283.06892608424,13654.048996469848
933,13828.373318352114,15654.182713291428,13370.349014688656,13749.240811706328
934,13855.76850575899,15713.637418991562,13397.580494274143,13776.933657865096
935,13867.09508405459,15739.111773561122,13413.131271455672,13790.445311489753
936,14061.450299878094,15980.698904812563,13584.232458998387,13986.099658771864
937,13945.241427400813,15811.544918915568,13474.045998386977,13871.073964642728
938,13892.778856081452,15600.056008080095,13411.730549962549,13801.831915994304
939,13989.495815048254,15891.47515822523,13513.073685280153,13890.521039991268
940,13827.94510901979,15713.869235723863,13369.734477956414,13713.85576365065
941,13757.755200390062,15624.427761500512,13302.719807845671,13644.556174079944
942,13800.401001960783,15737.7648537101,13339.52748275987,13686.03048316411
943,13819.577495156995,15777.99061141706,13356.088131776713,13706.392512390696
944,13780.588758769998,15705.600048614637,13319.789661708186,13668.147161100354
945,14104.20524538119,16203.388663953565,13632.636586146507,14004.985013229509
946,14266.335657035886,16428.764002428277,13777.93565376391,14166.16190690897
947,14365.601563777564,16572.513939126664,13867.340269370889,14263.644430520657
948,14416.580395174524,16699.898548488414,13922.55535332161,14320.365777001542
949,14451.300655970157,16757.875001324566,13952.705070246417,14354.374457636122
950,14553.992743184865,16928.75494226393,14047.555966366925,14446.181606928372
951,14459.105663816536,16752.896426088297,13951.623114270762,14352.087833407744
952,14561.174324148567,16903.142676090494,14047.106888891063,14464.776369391537
953,14604.49955354269,16953.735899462117,14088.016722916416,14507.638778324836
954,14693.854003246506,17082.805747889575,14168.04095707631,14588.643260795874
955,14571.21270980959,17007.255602694517,14050.392244212424,14464.64431459594
956,14505.47694394796,16963.42810440301,13998.898296732154,14400.627348719629
957,14212.730435068315,16605.0000124417,13740.006512371292,14122.013499697585
958,14100.2314363755,16395.083618673965,13629.958023565432,14018.274805002984
959,14112.813825233108,16420.939845308887,13639.53391088952,14030.178039654898
960,14248.59224323354,16643.88287132182,13770.332855397364,14157.933987662684
961,14223.016217067016,16627.039987056745,13739.38356852101,14129.206911086989
962,14196.7475799292,16576.907543861344,13714.338816106016,14101.846968790824
963,13858.071195065995,16011.004685142669,13394.099709006678,13758.330762986256
964,13827.488872740638,15953.714536098129,13365.437307334434,13727.448398196564
965,13934.53889577535,16122.463841603198,13470.313130902225,13826.859009740505
966,13962.157862962384,16155.091925397455,13496.809669272974,13856.680444106125
967,13964.885692894219,16196.463000025286,13497.25362270551,13858.73744642963
968,13855.045489068922,16003.360258248242,13391.12910866755,13749.586227807178
969,13924.85878912615,16091.047595941694,13457.745584330896,13822.995509642084
970,13970.270909822708,16157.759691620042,13503.250977145495,13869.976002619323
971,14005.27658434066,16213.96355001637,13536.647476724032,13906.17647047915
972,14043.848140336831,16300.979545065577,13571.962136316048,13943.406069981946
973,14145.700761925073,16437.88708494187,13655.166671393794,14041.604754282504
974,14220.57123761066,16616.500879747542,13717.875258284295,14112.618286483641
975,14219.24113905032,16619.062438091292,13714.751577832263,14111.675728478964
976,14071.05154770412,16364.553410040886,13565.562399373255,13965.715216717716
977,14089.676675074314,16417.207522869725,13582.589999414107,13981.167473475422
978,13786.074649651351,15956.02905834919,13272.81953367937,13657.233343427057
979,13715.332687597676,15809.15914425704,13206.535318154294,13585.655482675757
980,13731.361391926212,15849.134227753246,13219.625392413327,13603.089540938196
981,13879.49472253609,16070.662504508124,13362.264780696669,13744.28069788744
982,13895.07935952789,16106.163887815195,13377.254100724676,13760.84855028301
983,13870.465935091544,16055.444490968675,13355.080636879433,13734.794779446802
984,13707.770406659876,15827.947864105641,13193.869424377515,13577.458877198063
985,13699.04636661484,15817.722747701824,13184.362764484997,13568.543876231926
986,13816.411189987924,16017.578360346246,13299.9487692138,13690.159616053628
987,13607.93412306203,15687.043862820396,13097.3383954475,13477.218228208823
988,13536.708907175544,15594.395013021836,13029.319125748749,13407.223361351373
989,13449.404452761954,15416.430904620544,12948.217240547392,13319.75937752078
990,13573.334589000458,15632.233150392563,13065.674350757186,13442.407449781293
991,13601.715002235385,15689.900928879348,13085.991522868871,13471.135161171296
992,13622.02703226547,15694.84138608076,13103.33430080024,13487.42595034933
993,13666.344266583694,15805.306390539135,13143.91844040639,13533.479477960696
994,13917.574983777711,16263.573716100444,13383.844259917278,13779.707020318734
995,13888.64241887411,16229.962032101934,13352.806584165895,13747.062333252976
996,13841.403601301008,16143.028014842035,13307.8795908327,13697.95340499414
997,13840.432052031125,16140.557268652025,13310.03531548546,13695.01153313382
998,13731.61922769603,15978.471309664905,13204.535991825793,13589.090290504118
999,13657.266052520705,15840.542431988972,13132.26415837518,13515.044659181169
1000,13627.911881737402,15777.263588358685,13097.437436600027,13485.515150062009
1001,13647.928131038678,15805.40027239036,13116.054593021188,13508.142221581658
1002,13732.91782905842,15950.993358337048,13190.866821962178,13592.395345118524
1003,13805.676545612285,16081.172121371112,13255.138433992272,13665.221458342197
1004,13698.078680191542,15947.35685007687,13146.990688740054,13563.855442838738
1005,14247.541970963255,16784.07342198748,13638.325744806518,14105.749450061936
1006,14525.221457257785,17308.113674236905,13887.92494255531,14395.312857238145
1007,14560.594230111712,17359.257902576843,13918.07923646478,14429.852902172355
1008,14317.874613879838,16965.621530168217,13678.507660015051,14182.424683818825
1009,14388.03734777642,17057.9415369564,13741.593100687038,14252.137463027751
1010,14361.507477161125,17042.96996305581,13715.475926108664,14225.00576424367
1011,14368.05287629984,17106.094919198942,13723.08455754503,14234.001062445686
1012,14368.707729864116,17081.02422342614,13722.206189563069,14231.803295887466
1013,14388.379049829844,17094.685925188038,13737.844884266113,14250.43530629998
1014,14372.830710234717,17090.196072263836,13723.998988482745,14235.776268180918
1015,14283.167455984514,16950.289438954227,13644.381538573378,14147.813574302418
1016,14219.365179689168,16846.26875310458,13583.68501536034,14085.459990683625
1017,14280.242926292918,16981.64297871985,13644.13531310065,14154.599816565476
1018,14277.020524080408,17038.070218196925,13650.474376565246,14154.900633149928
1019,14240.203646494007,17004.1074534314,13611.921763089756,14124.288171281536
1020,14175.110521453442,16907.362321946403,13546.46052162278,14062.803261793391
1021,13884.268883123988,16476.667136377775,13256.29562661114,13769.626711387997
1022,13842.388354577864,16438.641417543316,13217.608635532017,13724.403596799992
1023,13907.255660304232,16534.31726783969,13283.389852464152,13790.241363460607
1024,13670.847669135152,16125.300751548473,13071.973210105129,13533.600647528197
1025,13579.410869232415,15941.520765099052,12981.981521383892,13442.918967849037
1026,13629.942886315754,16038.100289389153,13030.13016138616,13495.027555906814
1027,13665.552369642419,16076.251249745295,13063.519588670362,13527.723851682784
1028,13649.613507377024,16062.612317710182,13048.111144671831,13511.169204644108
1029,13763.425216800922,16287.410554177515,13150.477579679691,13625.637260490144
1030,13946.28183611945,16539.343893321115,13328.927030605242,13803.035328267182
1031,13950.088850484388,16552.02855836331,13328.465976513462,13808.61241621114
1032,13958.928959389425,16558.177743174718,13336.02399782693,13812.240972558582
1033,13879.849788425361,16460.79897209876,13261.179124364737,13735.368915083618
1034,13918.388522580077,16520.37904367814,13296.198994567878,13771.97156145724
1035,13998.245489363992,16650.71482999837,13373.606301515783,13854.953237512767
1036,13918.388439168197,16472.810769019216,13302.224028933866,13779.200547798344
1037,13818.685196726588,16320.998246331486,13207.85389074367,13682.43360967757
1038,13904.920322918339,16460.075701973223,13287.464978296988,13771.534916155158
1039,13994.759719277605,16594.66445189886,13375.188132019886,13866.027688868737
1040,14003.73770624073,16629.8995360436,13383.42246917619,13874.136986231426
1041,13905.26505304172,16441.80325341205,13287.694344770312,13782.326889636768
1042,13819.47014703793,16315.841852452602,13206.504428920827,13694.461923687795
1043,13945.00286619224,16500.07670177621,13322.987822103283,13820.511877857049
1044,13898.744724294333,16455.740256792054,13277.790216637439,13775.10540628447
1045,13675.058550289352,16111.537705746572,13054.222688643662,13550.961653953364
1046,13637.121426330777,16032.010773276512,13021.061090442097,13512.289326651908
1047,13589.242370992228,16006.308428388673,12969.512376871624,13454.124789529862
1048,13591.93621136089,16037.748331619712,12973.49389502421,13460.760378063816
1049,13627.860160890976,16103.990174477696,13006.530039374344,13498.478463352822
1050,13638.567065767536,16091.349600886431,13013.578559034077,13507.882724589264
1051,13676.48738864783,16169.166165196455,13043.3987964579,13544.86370346342
1052,13670.429856431336,16150.675420208245,13036.009005172506,13540.599402241569
1053,13663.755215130906,16119.972082782777,13028.25816350294,13533.177206302378
1054,13638.332773675904,16078.021820515953,13005.13218868068,13506.612273664585
1055,13673.77675499832,16140.806246871984,13042.202252619009,13540.82393546762
1056,13784.551069821844,16344.489652005257,13145.574360006038,13667.890207803584
1057,13713.030010795343,16238.250284368014,13080.49059751931,13600.451998582366
1058,13731.39679570077,16292.147748120067,13097.261313152923,13620.393133305522
1059,13737.841429229124,16308.84909112017,13103.71552385274,13625.541523178505
1060,13719.58716094292,16278.329862064464,13086.661787995345,13608.971278165209
