timestep,Proposed Method,A2C,A2C w/o TI,Buy and Hold
316,9565.108955682066,9456.529489125283,9655.728822559317,9539.530618919893
317,9492.759928697224,9389.727768042136,9584.652762420346,9552.270415633173
318,9541.697629303242,9437.044090638434,9633.968862070808,9480.107424945132
319,9487.352173484494,9377.09959981144,9577.576579680475,9446.109190207284
320,9523.852850477768,9411.167340142478,9611.99454339155,9467.662097082955
321,9384.8052958836,9268.320896307943,9465.505678772804,9447.46010678063
322,9434.76264315872,9320.559304384537,9516.48576582968,9524.430990244056
323,9442.860395786363,9329.176254274123,9522.941816772993,9435.787399537689
324,9484.5323892612,9369.065448007084,9566.457904680705,9432.584572785936
325,9509.986548240277,9393.881298675038,9590.867693320944,9537.181839620422
326,9628.246302108117,9502.304206116614,9710.70322718059,9571.312028862943
327,9659.419898581991,9530.343337373655,9738.579771417735,9373.14551795683
328,9673.399123135436,9535.492604209554,9763.50842343648,9480.155462867717
329,9655.767226162365,9520.030851387644,9747.766884955196,9500.424672052915
330,9709.286990890949,9570.671542449854,9802.8496912123,9518.098046018777
331,9596.641973949923,9466.486269624507,9692.416123440542,9566.649576973648
332,9647.05262219561,9514.428485672017,9743.260433893323,9527.921520027145
333,9663.671790718918,9533.620713440943,9761.485060922478,9482.884969655564
334,9634.005006667912,9503.24193384334,9731.555889031328,9539.9649711558
335,9651.713152363383,9521.697326666896,9748.104824101556,9451.848798363078
336,9612.946349716283,9482.426981218612,9707.556497670312,9512.491257357247
337,9588.957469429784,9459.185046223674,9684.79172770716,9450.126526037444
338,9560.204546880794,9433.585844664023,9655.38339375165,9493.381684026404
339,9602.590506485298,9472.266700429844,9695.92635130346,9322.83820425588
340,9615.161167702585,9484.84126191694,9709.139751440816,9379.036699400476
341,9586.38927759544,9453.790750507957,9680.552365654265,9389.35776400963
342,9572.307677190824,9438.78149125247,9664.022959395244,9438.301202872084
343,9582.43265902831,9447.13217324792,9674.194175180875,9468.150011738984
344,9539.771052074064,9406.6984398904,9629.262036931488,9607.844637145166
345,9545.504685663784,9405.71998845856,9635.235212796611,9646.244420937366
346,9536.113961040088,9397.896091905175,9626.13885502976,9657.268017407505
347,9453.044006755488,9320.087000518144,9539.625340920433,9637.178513539777
348,9461.251194698072,9333.079046607832,9551.9974916084,9701.66427749508
349,9563.779483594864,9438.28068809458,9659.345993198807,9568.61560776018
350,9533.256895379698,9409.211937396716,9625.737362906966,9629.66522477878
351,9484.447254357843,9368.36546650206,9579.078506775864,9651.903155066366
352,9489.517389581642,9372.031160519531,9582.483878586036,9616.017942640294
353,9468.23252717904,9346.807443083011,9557.632753290603,9636.333784777466
354,9441.42811722806,9321.984880103868,9532.626847613572,9588.60123978188
355,9420.935878745604,9303.668231332143,9514.7363370465,9560.424002933963
356,9351.081336541112,9237.017069801315,9443.799757096192,9525.82040274558
357,9390.149400697372,9279.09158834288,9484.94771102846,9577.34087257752
358,9465.801473215331,9350.202714741545,9562.338669100864,9591.72991162375
359,9717.683606019857,9552.64294693604,9811.316903428744,9556.195286761493
360,9735.33793387626,9564.961005750038,9828.655527023857,9540.332992861164
361,9775.86282942396,9602.829003622895,9871.252772745946,9550.67939383291
362,9746.517883031793,9569.244014590708,9836.816964088768,9498.205302740038
363,9652.49723463066,9475.449961617824,9738.633338346965,9501.54697477724
364,9584.617523102876,9411.122533511018,9671.53296257906,9491.655564350467
365,9670.423693486317,9500.480283844568,9757.690592460369,9388.62934630038
366,9881.630761999377,9702.540042719542,9972.18614475679,9398.23674294761
367,9935.547685435917,9753.594870075556,10023.900416168548,9518.84165523622
368,9963.81944585593,9778.43676712166,10053.689271427442,9482.674903644414
369,10133.8100826812,9944.943345480257,10234.263936512489,9428.369832381368
370,10201.85603009368,10012.25310219511,10300.665741866964,9442.246277713972
371,10406.26785146183,10207.192153870436,10510.72390496424,9420.229629870517
372,10362.47090062343,10161.14392970282,10465.521061274812,9391.535046910489
373,10641.30684836395,10420.172963858748,10744.16270458843,9368.803893986613
374,10647.118276943773,10423.746602630164,10746.45276277092,9285.106545223884
375,10589.236574384777,10371.691051303704,10694.166509880331,9337.713131286388
376,10642.374357003517,10423.680037530874,10751.625589913056,9420.71405340895
377,10778.131336944758,10571.493036936688,10883.164590182223,9702.50317034013
378,10828.504906082082,10612.73020352688,10931.230795486286,9719.773244771735
379,10908.518867029072,10690.952267169012,11013.107099094535,9771.415165183846
380,10776.554203791464,10561.967056037303,10893.836268291552,9737.97143153549
381,10845.585183567438,10628.184424815594,10960.006161279935,9629.217567839934
