timestep,Proposed Method,A2C,DQN,Buy and Hold
12,9509.653172269656,9519.975564756263,9284.135322360513,9989.27167238515
13,9562.119410882851,9570.259842494464,9349.876902924429,10151.136526324908
14,9684.712905171638,9685.681970660627,9397.237337146054,10240.179421286372
15,9338.284044932903,9345.6966278136,9114.233907265898,10230.891929073005
16,9056.707244476283,9080.917483517003,8904.755066320917,10179.724514972286
17,8984.288373610114,9008.066747978586,8801.257615909213,10052.305577994635
18,8991.18009144821,9019.85924485343,8829.905710066114,10089.228790677573
19,9164.32695374493,9187.81973767261,9243.067530939472,10080.370632599866
20,9189.226994908391,9222.533530239096,9391.943950957826,10042.227069400453
21,9203.067812560465,9239.373419719564,9335.847655408688,10111.405250516487
22,9341.856796822718,9382.157262266956,9454.896975391392,10163.175317665376
23,9268.240527799737,9309.641006160864,9316.941411798432,10066.683820971755
24,9146.593073474818,9190.439390309966,9226.476082271074,10000.311024831326
25,9252.153557088244,9290.40785431604,9373.881121440148,9985.7304174183
26,9300.17082730949,9333.85146253748,9427.850929923366,9836.982277534593
27,9181.841735595404,9223.650636482482,9318.056100554735,9681.953726535565
28,9294.283136355954,9335.35503217106,9557.88443596223,9512.932192651406
29,9355.97477863813,9396.074164520956,9611.179622005406,9343.79502074476
30,9335.175254514525,9379.533340958047,9738.00867054623,9472.339796478964
31,9289.114808466436,9330.678065430811,9753.356334202264,9537.243782211775
32,9336.072343278644,9372.10624568941,9758.247348531517,9691.269193091535
33,9242.538195594254,9281.440547450917,9758.2473475343,9260.90823250751
34,9145.321726403428,9179.943672980453,9686.089579359425,8917.962009227409
35,9218.068199281368,9251.985830991747,9729.552049180322,8828.999932025532
36,9289.940231945246,9322.455724571566,9780.398104477668,8840.677672947515
37,9284.1181106953,9315.50167502318,9676.35667275078,9054.36562532996
38,9346.886743615409,9373.266456532256,9710.925278145498,9083.590802296678
39,9439.90214480574,9464.9795649175,9810.268065520437,9098.16273742188
40,9467.358695380335,9492.060283622362,9870.67921969554,9269.500922601652
41,9422.135006425162,9447.660339323922,9863.127824972991,9180.115728440089
42,9475.811173021846,9500.405686180266,9953.74455637759,9030.340498685611
43,9439.003384002965,9465.634822115651,9913.134835870003,9158.97752617708
44,9521.61919165027,9545.087422977213,10001.40224492468,9217.626165471453
45,9533.68939512916,9562.907497638387,10120.378656441391,9071.071041779198
46,9564.571663684555,9592.20715081895,10114.854481799572,9210.714706695477
47,9580.399361024318,9612.95760779258,10119.46795999906,9287.614278904008
48,9534.93454630388,9561.97967276737,10118.73724217506,9266.12064748734
49,9515.495184759857,9543.260599147492,10111.730034774662,9212.397664866714
50,9319.677259421718,9363.847156127598,9945.251538044293,9264.548295120578
51,9388.09462688372,9430.464345305663,10042.865435227846,9151.491465479705
52,9368.340781410709,9412.937254718976,10007.76454759385,9034.674993040268
53,9389.231947027854,9428.870863940445,10065.764585595562,9121.774195472306
54,9573.873782157534,9612.619461076483,10454.21440838347,9210.00326014758
55,9554.01448301317,9598.432654298143,10527.424830482973,9201.627099891137
56,9582.348635267052,9626.14625684629,10542.300921173191,9279.084481089736
57,9599.39286904098,9639.884590221129,10530.099184309309,9394.082557938002
58,9639.478669671553,9683.457417789614,10498.50838608005,9427.179841610676
59,9599.054445690235,9645.636988748716,10558.347041313082,9371.773161637271
60,9492.414091452642,9552.088566578572,10558.347040125813,9439.942493405384
61,9502.133403532123,9559.690900055271,10639.177294485253,9393.274235561972
62,9450.670185426272,9504.578092163118,10607.584595779428,9493.612389118442
63,9398.03214432791,9450.349346588722,10545.07138398882,9511.200700544394
64,9459.693275212172,9511.138091918923,10623.885083729963,9552.341349480152
65,9513.405265959802,9558.18853638286,10550.11277332386,9576.754424506593
66,9511.651922578598,9551.978451647889,10396.18239309462,9515.972544917944
67,9478.026715188646,9520.161234633,10344.92828139316,9490.321986569215
68,9636.450129158166,9666.297646952838,10374.50442606312,9254.10979314334
69,9663.94952919718,9691.38108407088,10374.504426398284,9338.121153852446
70,9683.30586013187,9713.15402896614,10471.107952155542,9313.7027079947
71,9785.902402193173,9820.732559050695,10522.811248640768,9337.644619733264
72,9739.213276319317,9772.62185748032,10624.687149176772,9569.936142754355
73,9691.985039562202,9732.59985980982,10616.353393804578,9549.711107707788
74,9667.315051377604,9710.152221895987,10659.382780764783,9582.462456876454
75,9620.438537870235,9663.417295404091,10614.142396806685,9601.592747613102
76,9643.192971143772,9683.925024945574,10665.505539131773,9646.761378843476
77,9678.22263575252,9718.344692470371,10722.821363629328,9601.182698918195
78,9658.875330720715,9694.480397496663,10713.807302051362,9474.520484594412
79,9649.71135731462,9684.487078489306,10704.28301069844,9489.81926506656
80,9671.496841522228,9705.66675314728,10801.566842937524,9429.035038433212
81,9647.736853616603,9680.937573964286,10739.742823334627,9362.063784436285
82,9664.165290956043,9690.848143155394,10789.978293181552,9437.707416105426
83,9622.305288209833,9643.63816698732,10789.128968999776,9497.84757303374
84,9637.743479393388,9652.052655754907,10708.613082183094,9490.818450940014
85,9637.476930624724,9652.147919402129,10710.898251106712,9450.408859721789
86,9640.734520887348,9653.598364399626,10651.161328341148,9634.393059612064
87,9615.571034680952,9628.037092847211,10634.703972267236,9667.908688714724
88,9653.659309051,9664.249902788995,10643.202217745422,9696.351153384963
89,9617.97954265101,9629.64527028778,10656.96937434117,9821.308418315526
90,9656.674928204871,9662.704959908751,10606.829728944798,9768.40299763852
91,9649.006973821548,9654.418719342706,10586.603905623431,9711.530041040472
92,9665.935430114589,9674.292249322658,10566.71801238476,9683.113339306048
93,9687.450125533,9696.019400915577,10560.769241078715,9624.305521478242
94,9647.298709606885,9660.0142667827,10590.513098336694,9649.96799431314
95,9685.825000808789,9696.631891552392,10602.41064186654,9692.846114186892
96,9718.819449718703,9730.442827157229,10593.742432279234,9670.149273811092
97,9792.615803154764,9801.541909620191,10589.663275448154,9657.43062395954
98,9878.140738196676,9884.242471536763,10720.53625028489,9685.174206865911
99,9901.444388129075,9905.530291262356,10725.63519755874,9654.550024011602
100,9923.39188343013,9926.768366065868,10814.016946398717,9676.35788383859
101,9884.925336620328,9886.26361201913,10828.124032770731,9628.200280009383
102,9806.951378316471,9802.80635116776,10879.28346710061,9643.337657546845
103,9822.966777155923,9818.2987487213,10903.418483245214,9643.609889494815
104,9850.255597781865,9850.322004833137,10782.91336868107,9644.752027289043
105,9863.394146518687,9864.101447426056,10773.905229068454,9613.852412093498
106,9875.309899128588,9876.76914079364,10729.20446020462,9657.58107366538
107,9861.492549038054,9862.81048514849,10704.72951427452,9616.490808382296
108,9818.51907646243,9817.956934884976,10676.005445503288,9659.6313076531
109,9922.808598395275,9920.145206205916,10766.596738958855,9650.251123850756
110,9920.291129808966,9917.629392487095,10731.41400439184,9670.4052085251
111,9754.592837451688,9772.781189084892,10616.85765916942,9695.202709560435
112,9698.695736877298,9719.76588054904,10594.175569566543,9649.894736969598
113,9720.443658892202,9742.11838777594,10585.95347011428,9699.252101847536
114,9814.30808884148,9833.483571266295,10734.122559469306,9738.438518078296
115,9842.819316853189,9862.411835279272,10882.291648079494,9823.833573985608
116,9803.32088921542,9822.126016350809,10837.926568014196,9930.42693852115
117,9799.20266367756,9817.124469490958,10911.754171473804,9957.240683751226
118,9793.55686800174,9803.301164981804,10960.744182101736,9985.125770915662
119,9793.096238604458,9804.553846823635,10917.57815869683,9939.766244357908
120,9760.263626196936,9772.016739700166,10851.458773261085,9843.630762128672
121,9534.407322043213,9529.365987949735,10766.49707383074,9864.180581305473
122,9538.2910053434,9533.054174645324,10854.370764365409,9893.815677709412
123,9437.809453611091,9429.325315012877,10713.053424685086,9910.1749714034
124,9397.780382426035,9389.05359245549,10604.453190736089,9923.313115162731
125,9457.870363946477,9446.777707133426,10616.957634723594,9902.783031550398
126,9435.312612436046,9423.244196625505,10500.64918252356,9850.567276807104
127,9361.914806198936,9352.567369311551,10411.062553745229,9976.45877757268
128,9266.078035166482,9261.325386484858,10296.295744388508,9971.708144085542
129,9282.08912152358,9277.961757017354,10358.47537352474,9768.384978136555
130,9272.841961726126,9269.841824608877,10401.734655833796,9699.675820065042
131,9256.159624813516,9252.128416970358,10353.828880715368,9725.388247588207
132,9307.536412887166,9304.633755068042,10456.680347901114,9842.058858244254
133,9301.480820763203,9297.904382805626,10456.680347830928,9878.9496543165
134,9289.568859787956,9286.048560488558,10429.100168365114,9829.761757511798
135,9262.543650651398,9261.246669357612,10379.628221374653,9825.330218988744
136,9264.028121811974,9261.94790794918,10410.483547016462,9821.21544876822
137,9242.071800676616,9240.204332138215,10380.490101742642,9819.608831949963
138,9175.537758637787,9165.629231795056,10331.190530426044,9777.102880875707
139,9151.211557666826,9136.119569888357,10382.321876255652,9506.838362397266
140,9138.856298565355,9122.44678511521,10378.8377586086,9515.794146662674
141,9241.860190336249,9224.683829161831,10532.020164235462,9389.349394237614
142,9212.52962330504,9194.385579354914,10532.020163878651,9336.102569377052
143,9199.828064169931,9183.24494166071,10524.189794923435,9407.259821008734
144,9252.026390306204,9233.095592586917,10597.447245942369,9376.204860973718
145,9296.14125851786,9274.750372364742,10621.286369283665,9286.830675949155
146,9303.211989186044,9279.24655751326,10571.172009003963,9166.522925796022
147,9445.908033525964,9423.151389101944,10705.854354199975,9187.681642937596
148,9389.25669053296,9365.864589275934,10658.479613484573,9180.31911464826
149,9390.881695373637,9366.469820003187,10629.909687811376,9158.495814684466
150,9283.635094476076,9257.14802808538,10460.66466071911,9223.202749051929
151,9241.713440873484,9211.96978089078,10454.750651117984,9213.922008568516
152,9260.015875698598,9228.987102089464,10434.225560831605,9199.50976434053
153,9431.98888549996,9398.80290294016,10516.84774910918,9164.445299085775
154,9472.746942943688,9439.829504062847,10535.98130850656,9166.60390687416
155,9103.561005470849,9070.785339652111,10274.199429681143,9139.81161615748
156,9230.516806348633,9192.402522261116,10459.794952836452,9059.448439130105
157,9218.858452761217,9180.717782608168,10436.486799093267,9031.48175664739
158,9148.75686968552,9114.183795564151,10318.206615779149,9019.67670955093
159,9074.398192302133,9042.012921117035,10197.3173107067,9147.514750049844
160,9091.5109887697,9057.978850042064,10234.888662995429,9110.224841486288
161,9192.09262123152,9157.661079624317,10309.161661114182,9095.954862376268
162,9155.538988796698,9124.665720336756,10317.858732944916,9159.476302849213
163,9256.348614721748,9224.681244096497,10407.090695329618,9213.202756179442
164,9112.873736531708,9075.576914780935,10242.542086828562,9221.506528219925
165,9187.869854537328,9149.431314222003,10326.381864111385,9395.981924695425
166,9237.003544710473,9201.679793410189,10387.60925328006,9326.10287592993
167,9243.680913712758,9208.53836234734,10396.654208492935,9330.46602056117
168,9229.27711678436,9194.68601351266,10368.997518588145,9200.385415035398
169,9216.447980363197,9182.493460172103,10368.997518444588,9153.102805119786
170,9202.712282394952,9166.643016298302,10391.279965213835,9172.053413587391
171,9112.350232872692,9073.259661119358,10302.324258087168,9374.22190086449
172,9109.422112875884,9071.745978992838,10332.468733887545,9420.757510914164
173,9171.360160982513,9132.24038928541,10369.88304427064,8968.21705037795
174,9159.168868375067,9117.547137444431,10347.85405807368,9123.065691402278
175,9121.110074100588,9077.120592102625,10308.22650198834,9108.755580343846
176,9092.53032185861,9049.98547765761,10287.27162765423,9023.898632631975
177,8977.55978025709,8944.420893013315,10249.07676151029,8928.18703365162
178,8565.703550446071,8544.102782068718,9853.389467223424,8948.453609323886
179,8426.12828255191,8403.529340837495,9796.08181449888,9068.9719523988
180,8290.674423937671,8276.671863474397,9701.215608930252,9027.248054853522
181,7994.628977400496,7983.862184687677,9346.966156013348,9148.79937153196
182,8146.790681605927,8138.287509286979,9522.06307335016,8975.794515830807
183,8376.69552685787,8372.346420401584,9733.484225832564,9062.594343840045
184,8378.918528453814,8369.986241421937,9765.223848008924,9125.304233953548
185,8417.779979160992,8415.594218994525,9894.310821871586,9133.036531567235
186,8512.815536568609,8508.663986766678,9986.895583435517,9113.84328981306
187,8472.861358968337,8468.513153082777,9961.29180590418,9099.251804264257
188,8555.260995849481,8542.579175750014,10024.945641497461,9084.764611634271
189,8411.182368653741,8403.550907577897,9953.290624819045,8976.884981759678
190,8219.290819181311,8212.780533218476,9830.60585748875,8974.082309651334
191,8225.747748820553,8215.573305829099,9845.363590164096,9048.219352441958
192,8083.308245980432,8077.137183617309,9649.245768432484,9033.583238446306
193,8308.717806063049,8299.56015281938,9896.748949293557,8988.788755862772
194,8212.573187701912,8208.274443240494,9710.249262486754,8955.755648995
195,8336.322900720452,8325.847225937867,9902.746299212416,8822.742690676478
196,8808.298172005929,8752.475119286568,10229.338433525323,8341.26728223347
197,8820.721234316936,8771.702998555245,10274.507307240172,8185.297123234863
198,8690.306534329906,8644.265357579648,10149.940021631337,8035.855812026212
199,8668.342290749271,8619.596473287753,10016.929986210624,7692.573104595317
200,8652.566387260455,8605.00554076106,10010.590196717552,7868.434252626636
201,8406.08450345395,8364.062392681593,10010.5901937341,8129.96934566947
202,8496.714335461325,8453.807623145985,10132.01078409518,8130.511209818923
203,8539.16028388812,8491.665002833866,10186.465011143611,8179.378546126006
204,8624.54164723055,8576.898938115108,10224.530102583616,8291.822955240877
205,8664.321825977031,8617.489789331868,10246.9109664035,8245.639270758242
206,8700.675358834096,8651.573457229159,10276.340920995906,8337.67819051939
207,8728.448372037215,8678.17862530498,10314.22978445714,8171.224853948737
208,8779.293044063621,8732.191689457364,10364.807011638635,7953.558039515131
209,8749.895489142373,8705.436511524365,10325.684557269196,7956.689812149487
210,8702.652134202926,8660.989052506562,10310.00032963859,7789.1964288403005
211,8783.476091623697,8737.192816424496,10377.671602426197,8054.893751627213
212,8799.692595342276,8752.175796244073,10401.814738654975,7938.022173928158
213,8987.156028138177,8950.17885307135,10560.066829704909,8085.257839500446
214,8953.544086138474,8915.98088495688,10507.551102738556,8634.49187702063
215,8964.540036562812,8929.68912143547,10526.054966263113,8655.117498374208
216,8931.233958586801,8900.347428570323,10501.383148027877,8502.183467109886
217,8907.502897799788,8878.104784553681,10456.268966523916,8481.604098068347
218,8882.868723641091,8853.466507691375,10369.03646740963,8463.502403451344
219,8820.442886009121,8788.708298293395,10295.725922182188,8170.360307653956
220,8816.905148380081,8784.909048441068,10269.820513403109,8278.107282
221,8824.503303602032,8791.766509250418,10296.783285857246,8325.525506212809
222,8911.45818230374,8880.52473928231,10365.688149611718,8425.549288488577
223,8905.218428442007,8874.769467797543,10410.802330750652,8471.518855068178
224,8975.394025528287,8934.438295702294,10443.22814932624,8517.436850870728
225,8837.310418766274,8798.665910751275,10320.926422056547,8551.50702279153
226,8883.364005972939,8846.887878579775,10421.791530161858,8615.646373860724
227,8857.250235363419,8821.344135954427,10381.110951068751,8578.944441459684
228,8927.405029794494,8892.364303182978,10477.862472319774,8525.786616009475
229,8943.573988616175,8910.340107134687,10519.19469650967,8619.051041665125
230,8899.170263178636,8861.988231668149,10503.542938711862,8635.78058416242
231,8824.790904187535,8778.469954431366,10421.187745196852,8853.512562686725
232,8778.305004734735,8730.024290473732,10308.32917435304,8814.638834208048
233,8739.674580689585,8690.97422647487,10264.82234475725,8829.69357168148
234,8770.668786554648,8718.875664195542,10331.776079366511,8795.469312176156
235,8709.267328524547,8655.711337552792,10242.150180424956,8760.02110814327
236,8744.088420765695,8692.312055854967,10310.343799057255,8730.176227622007
237,8770.029265431853,8711.826410630183,10334.255847315813,8654.253191580043
238,8769.677478050682,8711.686569283547,10358.167895242164,8650.139739255197
239,8721.881170938608,8664.990833110583,10322.919764741,8657.964340836048
240,8724.238268420435,8666.46559565603,10309.98954625758,8759.4358141711
241,8789.858358859216,8732.866711973196,10334.432973845873,8755.188147152958
242,8780.949204255066,8723.387569731285,10382.965574742648,8832.714639365297
243,8777.124558003274,8721.191060820845,10445.845404469212,8674.073845480078
244,8784.629942736978,8729.642911739502,10445.845404556248,8729.943531762057
245,8784.452022761745,8729.611005415127,10440.717871698536,8696.708749535557
246,8791.382894633281,8737.54485629825,10440.894683259496,8779.673775180865
247,8788.396609587076,8733.792530956816,10407.65412539408,8801.85826238025
248,8808.98122745162,8753.253378165547,10464.764232978558,8753.02347836069
249,8804.615691161787,8746.839439311736,10497.651167791884,8665.933509248285
250,8829.944393314901,8767.436606190062,10475.903356333403,8609.203252838028
251,8809.089855571141,8744.835947515034,10461.935249333492,8560.788234312207
252,8846.138337633938,8782.280195179252,10490.93233214588,8598.149644953612
253,8847.341935605311,8782.049881623281,10490.932332167204,8526.526373758026
254,8831.10607950538,8766.270312420405,10454.141903345278,8572.18145002897
255,8829.50463877426,8761.871043360337,10408.74891921421,8607.002735067788
256,8840.991834097826,8771.4884979377,10412.87555427496,8603.707871692315
257,8850.557502691854,8780.982090949494,10425.5608616942,8549.437412424719
258,8866.071154108455,8797.495063141183,10440.536571889057,8551.089894288913
259,8846.741877494158,8778.24378696427,10465.026262139176,8626.776694198226
260,8772.429360169486,8705.967480668985,10395.080886234004,8619.690092956642
261,8779.489710828315,8712.09721517651,10395.080886320206,8620.078588037884
262,8844.052258635315,8778.721024864257,10426.008108048527,8631.215299207035
263,8869.607163040151,8804.04402024327,10475.845115834507,8631.333277557025
264,9020.11802295279,8951.881135220458,10643.559018717631,8637.346928136345
265,9076.745288165568,9010.38996168357,10682.43895429731,8630.67132652726
266,9030.209404179124,8967.4615391719,10617.580153225306,8656.152496729146
267,9050.24416690596,8989.507921943276,10674.839693995988,8651.625919582739
268,8929.543486638788,8863.228230767283,10568.62677941505,8677.678472969352
269,8932.06707485411,8866.231433728346,10556.255891068153,8654.372739192178
270,8964.583530545977,8900.338913590194,10603.265267322478,8697.936189833008
271,9050.69670372411,8993.029137881726,10679.964776336965,8701.717286816229
272,9073.887252952818,9015.476858299216,10679.964776613644,8682.614544132914
273,9281.092198123955,9206.33061917141,10748.710838055747,8678.720715802852
274,9288.465895816673,9216.72379878734,10719.802238992475,8692.259576326824
275,9435.771897128025,9357.407595346913,10957.64135030176,8702.785958414815
276,9495.512730281416,9413.057379084628,10901.302953042796,8720.73580962621
277,9511.037736227445,9431.462907291449,10943.11383977435,8698.875504863772
278,9473.547915126386,9395.873323738326,10865.480521362146,8610.18109925062
279,9440.214326423527,9362.090969225776,10784.413420164616,8617.20378256587
280,9407.570955205165,9333.78380731978,10710.990804372856,8688.298798826958
281,9439.895368680063,9362.911933267747,10768.413334487466,8721.547213175907
282,9351.7761310291,9279.366325064968,10768.413333453009,8904.52548317678
283,9328.953707117274,9255.806528370736,10747.3777943167,8967.001239284995
284,9315.611477081657,9243.316505251469,10747.377794168242,8910.91651566151
285,9379.035163827975,9301.430142832956,10747.377794912098,8944.811290892254
286,9385.476866281895,9309.56644161402,10788.152151193743,8805.565254242836
287,9430.078179798906,9359.741011546326,10837.084838516594,8808.120662521875
288,9393.248075812891,9323.936470451305,10823.03316229,8851.146610891063
289,9462.7050266661,9387.63611463146,10876.438581678141,8948.082823663479
290,9514.058192207893,9428.96722434454,10876.438582278184,8974.611035164642
291,9554.282539951402,9462.582731833234,10876.438582749077,9211.605459339538
292,9552.32014720158,9461.480436174155,10876.43858272559,9222.188156764869
293,9499.833139724631,9412.044059306929,10876.438582106908,9404.165079398532
294,9550.49479565379,9458.506898210871,10876.438582698202,9462.064906969212
295,9540.580023197124,9449.85905003552,10876.438582582608,9488.458459582784
296,9490.12855467484,9399.240823867533,10876.438581996985,9435.92025016538
297,9543.247269659469,9450.834597624009,10876.438582632769,9392.858511645403
298,9566.582385665482,9478.191737021723,10876.438582915442,9356.944613720005
299,9576.762801285297,9488.987877469704,10860.520622373055,9396.450679924605
300,9517.54007629034,9432.715744680678,10860.520621682266,9292.312537719692
301,9488.8910605909,9404.043925560156,10860.5206213476,9261.891376618783
302,9509.662449821168,9421.408154646191,10870.657614242004,9246.731204545937
303,9491.692813532482,9404.024494399466,10853.64194778597,9319.158184471866
304,9554.49370180492,9465.866491159188,10959.899353712122,9329.38263170882
305,9479.940325422192,9394.83073499598,10923.69580761864,9382.33766056596
306,9476.91253453091,9391.08638627345,10930.212445712516,9336.943770532327
307,9565.559118254172,9476.272424334864,10956.64103477255,9420.806099916545
308,9591.605514148352,9498.283080581336,10996.82697025924,9481.514450882823
309,9427.151592841194,9315.9010689921,10877.53628683716,9527.858139736458
310,9513.902653845818,9406.014686400298,10949.038289679034,9526.73022841125
311,9529.935814809753,9421.977649840252,10972.570594254768,9460.282181829152
312,9547.568023518395,9442.060226374704,10979.087232605065,9518.460636417603
313,9587.346745146247,9482.189399317684,10979.087233083344,9506.313532917671
314,9554.350715582395,9453.262131144653,10870.149854356274,9447.80244317565
315,9516.415391204846,9418.234223247247,10832.516941391506,9513.560737492156
316,9565.108955682066,9456.529489125283,10854.304417630456,9539.530618919893
317,9492.759928697224,9389.727768042136,10821.713234165029,9552.270415633173
318,9541.697629303242,9437.044090638434,10821.713234739012,9480.107424945132
319,9487.352173484494,9377.09959981144,10811.319285723395,9446.109190207284
320,9523.852850477768,9411.167340142478,10811.319286156458,9467.662097082955
321,9384.8052958836,9268.320896307943,10715.485075125776,9447.46010678063
322,9434.76264315872,9320.559304384537,10740.071754884673,9524.430990244056
323,9442.860395786363,9329.176254274123,10765.7352230275,9435.787399537689
324,9484.5323892612,9369.065448007084,10754.608405202043,9432.584572785936
325,9509.986548240277,9393.881298675038,10762.86378682663,9537.181839620422
326,9628.246302108117,9502.304206116614,10833.393459121282,9571.312028862943
327,9659.419898581991,9530.343337373655,10815.805907953758,9373.14551795683
328,9673.399123135436,9535.492604209554,10774.349536644928,9480.155462867717
329,9655.767226162365,9520.030851387644,10761.428070015068,9500.424672052915
330,9709.286990890949,9570.671542449854,10791.039764529194,9518.098046018777
331,9596.641973949923,9466.486269624507,10690.53946879316,9566.649576973648
332,9647.05262219561,9514.428485672017,10729.30386865789,9527.921520027145
333,9663.671790718918,9533.620713440943,10763.40218304352,9482.884969655564
334,9634.005006667912,9503.24193384334,10749.762857027596,9539.9649711558
335,9651.713152363383,9521.697326666896,10780.271875190092,9451.848798363078
336,9612.946349716283,9482.426981218612,10754.967336319376,9512.491257357247
337,9588.957469429784,9459.185046223674,10722.663669968126,9450.126526037444
338,9560.204546880794,9433.585844664023,10680.287395047502,9493.381684026404
339,9602.590506485298,9472.266700429844,10722.375256688067,9322.83820425588
340,9615.161167702585,9484.84126191694,10722.375256830333,9379.036699400476
341,9586.38927759544,9453.790750507957,10666.966387187362,9389.35776400963
342,9572.307677190824,9438.78149125247,10674.797181813125,9438.301202872084
343,9582.43265902831,9447.13217324792,10626.56660496412,9468.150011738984
344,9539.771052074064,9406.6984398904,10574.06468489654,9607.844637145166
345,9545.504685663784,9405.71998845856,10667.640477668554,9646.244420937366
346,9536.113961040088,9397.896091905175,10631.93392508634,9657.268017407505
347,9453.044006755488,9320.087000518144,10586.230428158311,9637.178513539777
348,9461.251194698072,9333.079046607832,10627.0564760429,9701.66427749508
349,9563.779483594864,9438.28068809458,10691.366534796998,9568.61560776018
350,9533.256895379698,9409.211937396716,10722.618332092336,9629.66522477878
351,9484.447254357843,9368.36546650206,10784.399341884746,9651.903155066366
352,9489.517389581642,9372.031160519531,10826.851205810179,9616.017942640294
353,9468.23252717904,9346.807443083011,10795.599407928525,9636.333784777466
354,9441.42811722806,9321.984880103868,10824.502804282058,9588.60123978188
355,9420.935878745604,9303.668231332143,10821.251171914424,9560.424002933963
356,9351.081336541112,9237.017069801315,10737.431320810565,9525.82040274558
357,9390.149400697372,9279.09158834288,10812.399506354031,9577.34087257752
358,9465.801473215331,9350.202714741545,10830.102837675397,9591.72991162375
359,9717.683606019857,9552.64294693604,10885.19994042362,9556.195286761493
360,9735.33793387626,9564.961005750038,10874.90310556492,9540.332992861164
361,9775.86282942396,9602.829003622895,10957.819725204254,9550.67939383291
362,9746.517883031793,9569.244014590708,10956.01326257864,9498.205302740038
363,9652.49723463066,9475.449961617824,10942.068670246996,9501.54697477724
364,9584.617523102876,9411.122533511018,10909.833085247845,9491.655564350467
365,9670.423693486317,9500.480283844568,10976.4897179975,9388.62934630038
366,9881.630761999377,9702.540042719542,10976.48972047888,9398.23674294761
367,9935.547685435917,9753.594870075556,11007.748463996431,9518.84165523622
368,9963.81944585593,9778.43676712166,11025.139742126994,9482.674903644414
369,10133.8100826812,9944.943345480257,11157.738959299508,9428.369832381368
370,10201.85603009368,10012.25310219511,11129.170836444851,9442.246277713972
371,10406.26785146183,10207.192153870436,11129.170838726577,9420.229629870517
372,10362.47090062343,10161.14392970282,11050.279439367943,9391.535046910489
373,10641.30684836395,10420.172963858748,11170.916065781776,9368.803893986613
374,10647.118276943773,10423.746602630164,11261.481976674111,9285.106545223884
375,10589.236574384777,10371.691051303704,11248.038598666022,9337.713131286388
376,10642.374357003517,10423.680037530874,11236.54097384513,9420.71405340895
377,10778.131336944758,10571.493036936688,11212.891672379326,9702.50317034013
378,10828.504906082082,10612.73020352688,11135.983848355603,9719.773244771735
379,10908.518867029072,10690.952267169012,11193.533182643623,9771.415165183846
380,10776.554203791464,10561.967056037303,11193.533181260034,9737.97143153549
381,10845.585183567438,10628.184424815594,11161.48114403505,9629.217567839934
382,10942.489419626265,10723.82856129748,11161.481145064665,9547.69215911351
383,11127.491356048758,10907.078261025245,11336.508272572628,9651.243884208949
384,11049.686480930555,10829.47409939442,11249.707502821566,9904.683190950183
385,10877.572821474036,10670.78765485784,11249.707501014449,9966.220265962682
386,10987.291856709575,10769.422166074206,11249.707502193736,9998.719670849969
387,10843.14075876604,10644.953312773134,11249.707500667482,10203.150123839803
388,10915.2586464808,10707.356943106195,11249.707501446586,10283.222614474797
389,10902.37114711544,10694.17902967011,11249.707501313398,10535.651624663024
390,10941.199079085623,10728.429046341416,11249.70750171835,10478.068051873655
391,11026.627377045294,10807.813224737754,11249.707502621352,10813.199384051946
392,11040.09399993411,10839.546443822454,11249.70750274099,10816.886033352126
393,10896.48531264161,10700.882619045502,11249.707501233235,10744.959679352853
394,10874.406725788887,10672.541732408752,11249.707500981587,10809.340922949936
395,10973.396595664475,10770.41649035483,11249.707502040015,10980.2844485692
396,10746.41710664094,10557.24963835803,11249.707499648312,11033.601755752365
397,10879.011684546998,10684.39647892835,11249.707501069544,11132.314048559903
398,10968.221589790888,10760.606245972944,11249.707502026751,10971.2482775974
399,10981.0701195635,10772.878882171,11249.707502186013,11056.073852684765
400,11211.28140579729,10984.30252989446,11249.707504607342,11176.803267413718
401,11165.58943296594,10941.0079075441,11249.70750413433,11414.792936808768
402,11120.806445770286,10900.017839886374,11249.707503662712,11312.81799844041
403,11127.83061143616,10911.365178799942,11189.872251387686,11098.527903075814
404,11079.356046511239,10855.944942285689,11214.180322161654,11241.116010887972
405,10968.65788100856,10752.582060068717,11081.930814404075,11058.710439467017
406,10977.514315252516,10761.507691463406,11093.659883848226,11151.002179353742
407,11002.147410725513,10788.986294836966,11091.110086415963,11135.018479390035
408,10911.207397466287,10702.66589390694,11010.196505587359,11181.246507602064
409,10756.398565611447,10548.175562422028,10580.179797508335,11288.462325003868
410,10875.323267207796,10662.153136678611,10725.125010243715,11301.885197951951
411,10914.214664118914,10703.14200035408,10758.283484844302,11117.553662201854
412,10899.830434921574,10694.01544635396,10701.487286287072,11081.0439997318
413,10920.9568888262,10712.17647496701,10700.666532183946,11203.824794096205
414,11010.88229290455,10801.991882880107,10799.321201424867,10920.32223532116
415,10991.468283989836,10780.244813583226,10759.924994233214,11082.998909233884
416,11028.617828424123,10817.91396853664,10741.375947140246,11200.120866730516
417,11022.159857019687,10808.990585521857,10702.636343533411,11226.409345585276
418,10990.30086355405,10777.11462715602,10666.523153474684,11519.605887374271
419,10894.63091461105,10688.764948667951,10616.621290328758,11461.559718383998
420,10845.375721892317,10641.285614070162,10562.451505202514,11399.193171923802
421,10869.308084306469,10666.153089448717,10555.55716921096,11404.903694327577
422,10808.454443210152,10615.428906682544,10530.606237521177,11348.780896172151
